,id,decision,date,buying_price,median_price_zipcode,selling_price_suggestion,expected_profit,condition,zipcode,dist_fromlake,yr_built,yr_renovated,bedrooms,bathrooms,sqft_living,sqft_above,sqft_lot,sqft_basement,floors,waterfront,grade,lat,long,query,road,house_number,neighbourhood,city,county,state,season,med_autumn,med_spring,med_summer,med_winter,season_to_sell
176,4037500110,1,2014-05-06,404000.0,545000.0,525200.0,121200.0,3,98008,10.728071853234624,1958,0,4,1.75,1840,960,10720,880,1.0,0,7,47.6074,-122.125,"47.6074,-122.125",160th Place Southeast,232,,Bellevue,King County,Washington,spring,529219.0,550000.0,563750.0,542000.0,autumn spring summer winter 
177,5701800030,1,2014-05-06,609000.0,615000.0,791700.0,182700.0,3,98052,15.115798687931955,1985,0,4,2.5,2150,2150,37981,0,2.0,0,9,47.7227,-122.098,"47.7227,-122.098",,,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,spring summer 
178,7696630080,1,2014-05-06,197000.0,260000.0,256100.0,59100.0,4,98001,34.33721062237287,1976,0,3,1.75,1690,1060,7735,630,1.0,0,7,47.3324,-122.28,"47.3324,-122.28",43rd Place South,30020,,,King County,Washington,spring,250000.0,262000.0,263000.0,269950.0,autumn spring summer winter 
179,7019000050,1,2014-05-06,367500.0,554000.0,477750.0,110250.0,3,98177,15.355112481192743,1961,0,3,1.5,1410,1410,9647,0,1.0,0,8,47.7608,-122.361,"47.7608,-122.361",3rd Avenue Northwest,18140,,Shoreline,King County,Washington,spring,525300.0,587500.0,525050.0,557500.0,autumn spring summer winter 
180,534000075,1,2014-05-06,329350.0,545000.0,428155.0,98805.0,3,98117,10.126733500471257,1942,0,2,1.0,720,720,6687,0,1.0,0,6,47.7001,-122.362,"47.7001,-122.362",4th Avenue Northwest,9712,Crown Hill,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
183,4302200535,1,2014-05-06,219000.0,315000.0,284700.0,65700.0,3,98106,14.788416590595249,1952,0,2,1.0,900,900,5160,0,1.0,0,6,47.525,-122.356,"47.525,-122.356",17th Avenue Southwest,8652,Highland Park,Seattle,King County,Washington,spring,315000.0,312250.0,315000.0,325000.0,autumn spring summer winter 
185,7805450110,1,2014-05-06,736000.0,762684.5,956800.0,220800.0,4,98006,14.657684507722653,1988,0,4,2.5,2290,2290,12047,0,2.0,0,9,47.5599,-122.105,"47.5599,-122.105",,,,Bellevue,King County,Washington,spring,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
187,3649100306,1,2014-05-06,379900.0,445000.0,493870.0,113970.0,4,98028,10.807773251309674,1955,0,4,1.75,1500,1000,11600,500,1.0,0,7,47.7373,-122.241,"47.7373,-122.241",75th Avenue Northeast,15007,,,King County,Washington,spring,442000.0,449975.0,425000.0,447500.0,autumn spring summer winter 
188,9564800145,1,2014-05-06,175000.0,298500.0,227500.0,52500.0,3,98055,17.033937064726786,1954,0,3,1.0,1010,1010,7034,0,1.0,0,7,47.49,-122.22,"47.49,-122.22",Northwest 5th Street,207,,,King County,Washington,spring,290000.0,305000.0,293000.0,310000.0,autumn spring summer winter 
189,9550200650,1,2014-05-06,499000.0,550000.0,648700.0,149700.0,4,98103,6.155251906905617,1903,0,2,1.75,1170,740,2400,430,1.0,0,7,47.6653,-122.333,"47.6653,-122.333",North 50th Street,2112,Meridian,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
196,751000060,1,2014-05-06,353000.0,425000.0,458900.0,105900.0,4,98125,8.023464847556234,1947,0,3,1.0,1350,860,7740,490,1.0,0,6,47.7098,-122.291,"47.7098,-122.291",35th Avenue Northeast,11051,,Seattle,King County,Washington,spring,435500.0,429975.0,421750.0,425000.0,autumn spring summer winter 
199,3396820150,1,2014-05-06,562000.0,615000.0,730600.0,168600.0,3,98052,14.354518722493237,1984,0,5,2.25,3040,3040,8111,0,2.0,0,8,47.7157,-122.103,"47.7157,-122.103",Northeast 129th Place,17547,,,King County,Washington,spring,599500.0,625000.0,620000.0,600750.0,autumn spring summer winter 
200,993000327,1,2014-05-06,369950.0,550000.0,480935.0,110985.0,3,98103,8.537509785156905,2006,0,3,2.0,1270,1270,1320,0,3.0,0,8,47.6937,-122.342,"47.6937,-122.342",Midvale Avenue North,8842,Licton Springs,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
202,1524059027,1,2014-05-06,675000.0,762684.5,877500.0,202500.0,3,98006,10.643919326434597,1951,0,2,1.0,930,930,36478,0,1.0,0,6,47.5699,-122.164,"47.5699,-122.164",Southeast Newport Way,,,Bellevue,King County,Washington,spring,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
208,1623300160,1,2014-05-06,450000.0,545000.0,585000.0,135000.0,3,98117,8.823066686756045,1912,2005,2,2.0,1100,1100,3000,0,1.5,0,7,47.6797,-122.362,"47.6797,-122.362",Northwest 70th Street,412,Whittier Heights,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
210,4040800090,1,2014-05-06,390000.0,545000.0,507000.0,117000.0,4,98008,10.929237177433574,1966,0,3,1.75,1260,1260,6500,0,1.0,0,7,47.6224,-122.116,"47.6224,-122.116",168th Avenue Northeast,1475,,Bellevue,King County,Washington,spring,529219.0,550000.0,563750.0,542000.0,autumn spring summer winter 
212,7282900025,1,2014-05-06,250000.0,375000.0,325000.0,75000.0,3,98133,15.255108878798808,1954,0,3,1.0,1050,1050,6874,0,1.0,0,6,47.762,-122.355,"47.762,-122.355",Dayton Avenue North,18311,,Shoreline,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
214,1626069253,1,2014-05-06,483500.0,652475.0,628550.0,145050.0,3,98077,19.273983679801223,1995,0,4,2.5,2740,2740,45732,0,2.0,0,8,47.74,-122.048,"47.74,-122.048",Northeast 154th Street,21982,,,King County,Washington,spring,640000.0,610000.0,727500.0,681000.0,autumn spring summer winter 
215,9828702513,1,2014-05-06,460000.0,572000.0,598000.0,138000.0,3,98122,3.956627559514095,2004,0,2,2.25,1230,1020,929,210,2.0,0,8,47.6191,-122.301,"47.6191,-122.301",24th Avenue East,100,,Seattle,King County,Washington,spring,585500.0,613000.0,575000.0,523000.0,autumn spring summer winter 
216,1952000150,1,2014-05-06,530000.0,545000.0,689000.0,159000.0,4,98008,12.486732368028699,1964,0,5,2.5,2910,1690,9636,1220,1.0,0,7,47.5803,-122.119,"47.5803,-122.119",165th Avenue Southeast,3312,Sammamish Heights,Bellevue,King County,Washington,spring,529219.0,550000.0,563750.0,542000.0,spring summer winter 
218,1623300765,1,2014-05-06,469000.0,545000.0,609700.0,140700.0,3,98117,8.829880796697143,1924,0,2,1.0,1030,1030,4400,0,1.0,0,7,47.681,-122.361,"47.681,-122.361",Northwest 72nd Street,310,Whittier Heights,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
219,3754700160,1,2014-05-06,397000.0,446000.0,516100.0,119100.0,3,98034,10.301581997658428,1971,0,4,2.0,1440,1200,7680,240,1.0,0,7,47.7245,-122.2,"47.7245,-122.2",Northeast 139th Street,10521,Maple Glen,,King County,Washington,spring,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
221,5469300270,1,2014-05-06,234000.0,291500.0,304200.0,70200.0,4,98042,30.891893688873797,1975,0,3,1.75,1490,1010,8366,480,1.0,0,7,47.375,-122.14,"47.375,-122.14",151st Place Southeast,25305,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
222,9553200052,1,2014-05-06,345000.0,570000.0,448500.0,103500.0,3,98115,6.777024599856705,1956,0,3,1.0,1110,1110,6250,0,1.0,0,7,47.6977,-122.292,"47.6977,-122.292",Northeast 95th Street,3230,Lavilla,Seattle,King County,Washington,spring,552500.0,595000.0,550000.0,580000.0,autumn spring summer winter 
226,2771600350,1,2014-05-06,575000.0,690000.0,747500.0,172500.0,3,98199,9.497532589260718,1954,0,3,1.75,2130,1170,6500,960,1.0,0,8,47.6424,-122.386,"47.6424,-122.386",West Halladay Street,2214,Interbay,Seattle,King County,Washington,spring,650000.0,730000.0,735000.0,606000.0,autumn spring summer winter 
229,9482700440,1,2014-05-06,533000.0,550000.0,692900.0,159900.0,3,98103,7.834241832656692,1926,0,5,2.75,1800,1400,3780,400,1.5,0,7,47.6831,-122.343,"47.6831,-122.343",Winona Avenue North,7434,,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
230,1777600230,1,2014-05-06,610000.0,762684.5,793000.0,183000.0,5,98006,12.417489402795166,1967,0,4,3.0,2450,1580,10117,870,1.0,0,8,47.5694,-122.132,"47.5694,-122.132",Southeast 43rd Street,15514,,Bellevue,King County,Washington,spring,765000.0,755000.0,760000.0,791270.5,autumn spring summer winter 
231,2688100075,1,2014-05-06,488000.0,545000.0,634400.0,146400.0,4,98117,10.23980091944973,1938,0,5,2.0,2020,2020,5000,0,1.5,0,7,47.6949,-122.37,"47.6949,-122.37",11th Avenue Northwest,9020,Crown Hill,Seattle,King County,Washington,spring,535000.0,545000.0,545000.0,555000.0,autumn spring summer winter 
233,1843130980,1,2014-05-06,284000.0,291500.0,369200.0,85200.0,3,98042,31.331624669928832,2003,0,4,2.5,2000,2000,5390,0,2.0,0,7,47.3732,-122.129,"47.3732,-122.129",160th Avenue Southeast,25434,Fairfield,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,spring summer winter 
234,9828702265,1,2014-05-06,500000.0,920000.0,650000.0,150000.0,3,98112,3.8362332259675824,2006,0,3,2.5,1480,1480,1171,0,3.0,0,8,47.62,-122.3,"47.62,-122.3",25th Avenue East,129,,Seattle,King County,Washington,spring,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
235,9477001280,1,2014-05-06,425000.0,446000.0,552500.0,127500.0,5,98034,11.651187184405874,1967,0,4,2.0,1520,1520,7983,0,1.0,0,7,47.7357,-122.193,"47.7357,-122.193",Juanita-Woodinville Way Northeast,,,,King County,Washington,spring,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
236,6751300065,1,2014-05-06,518000.0,560000.0,673400.0,155400.0,4,98007,10.98728693364431,1956,0,3,1.5,1430,1430,8000,0,1.0,0,7,47.5874,-122.136,"47.5874,-122.136",154th Avenue Southeast,2563,,Bellevue,King County,Washington,spring,525000.0,592500.0,552000.0,598780.0,autumn spring summer winter 
241,8818900250,1,2014-05-07,530000.0,675000.0,689000.0,159000.0,3,98105,5.453113698029271,1910,0,3,1.0,1340,1080,4284,260,1.0,0,7,47.6633,-122.324,"47.6633,-122.324",4th Avenue Northeast,4700,Meridian,Seattle,King County,Washington,spring,623000.0,725000.0,675000.0,665000.0,autumn spring summer winter 
245,2810100040,1,2014-05-07,485000.0,489950.0,630500.0,145500.0,4,98136,14.62442173669083,1917,0,3,2.0,1610,1010,4160,600,1.0,0,7,47.5421,-122.388,"47.5421,-122.388",Southwest Willow Street,4313,Morgan Junction,Seattle,King County,Washington,spring,469300.0,515000.0,454900.0,525000.0,spring winter 
246,8562770250,1,2014-05-07,535000.0,570500.0,695500.0,160500.0,3,98027,18.090003527128708,2006,0,3,2.5,2280,1880,2289,400,2.0,0,8,47.5375,-122.073,"47.5375,-122.073",Alpine Ridge Place Northwest,573,,,King County,Washington,spring,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
247,8679600150,1,2014-05-07,581000.0,678350.0,755300.0,174300.0,4,98033,9.202828164429032,1961,2001,4,2.0,2510,1280,13695,1230,1.0,0,7,47.7005,-122.174,"47.7005,-122.174",126th Avenue Northeast,11105,,,King County,Washington,spring,649800.0,698000.0,675000.0,725000.0,autumn spring summer winter 
248,1601600167,1,2014-05-07,365000.0,370000.0,474500.0,109500.0,3,98118,12.401323183659406,2008,0,5,2.75,2410,1410,5003,1000,1.0,0,7,47.5298,-122.274,"47.5298,-122.274",47th Avenue South,8117,Dunlap,Seattle,King County,Washington,spring,351400.0,421000.0,358000.0,350000.0,spring 
249,2985800030,1,2014-05-07,495000.0,675000.0,643500.0,148500.0,3,98105,3.486478385215103,1943,0,3,1.0,990,990,6000,0,1.0,0,6,47.6718,-122.267,"47.6718,-122.267",Northeast 59th Street,5628,Windermere,Seattle,King County,Washington,spring,623000.0,725000.0,675000.0,665000.0,autumn spring summer winter 
250,7548300441,1,2014-05-07,300000.0,457500.0,390000.0,90000.0,3,98144,7.1003472280146935,1913,0,2,1.0,760,760,3001,0,1.0,0,6,47.5874,-122.311,"47.5874,-122.311",17th Avenue South,1761,,Seattle,King County,Washington,spring,425000.0,460000.0,490000.0,474500.0,autumn spring summer winter 
251,8842400071,1,2014-05-07,352000.0,370000.0,457600.0,105600.0,3,98118,12.260309246735174,1978,0,5,2.5,2420,1620,8560,800,1.0,0,7,47.532,-122.285,"47.532,-122.285",South Chicago Street,3723,,Seattle,King County,Washington,spring,351400.0,421000.0,358000.0,350000.0,spring summer 
252,3275740030,1,2014-05-07,420000.0,446000.0,546000.0,126000.0,3,98034,8.59740738313402,1977,0,3,2.25,1770,1770,8165,0,2.0,0,7,47.7166,-122.236,"47.7166,-122.236",79th Place Northeast,12921,,,King County,Washington,spring,442500.0,460000.0,440000.0,440000.0,autumn spring summer winter 
253,2221000100,1,2014-05-07,310000.0,335000.0,403000.0,93000.0,4,98058,24.84997266532921,1974,0,3,1.75,1840,1220,10723,620,1.0,0,7,47.429,-122.154,"47.429,-122.154",140th Place Southeast,19313,,,King County,Washington,spring,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
254,1446400564,1,2014-05-07,185000.0,235000.0,240500.0,55500.0,3,98168,18.331790870289627,1969,0,4,1.0,1490,1490,6600,0,1.0,0,7,47.4835,-122.332,"47.4835,-122.332",Occidental Avenue South,13248,Beverly Park,,King County,Washington,spring,234525.0,235000.0,240500.0,235000.0,autumn spring summer winter 
255,2325039067,1,2014-05-07,690000.0,690000.0,897000.0,207000.0,4,98199,10.323102070028746,1942,0,3,2.0,1760,980,6428,780,1.0,0,7,47.6388,-122.397,"47.6388,-122.397",Condon Way West,2145,Carleton Park,Seattle,King County,Washington,spring,650000.0,730000.0,735000.0,606000.0,spring summer 
256,4338800170,1,2014-05-07,246000.0,390000.0,319800.0,73800.0,3,98166,18.98205869239528,1944,0,3,1.0,1400,1400,7410,0,1.0,0,6,47.4798,-122.343,"47.4798,-122.343",Southwest 137th Street,624,,,King County,Washington,spring,319725.0,410000.0,407000.0,404500.0,autumn spring summer winter 
257,7227801581,1,2014-05-07,305450.0,380000.0,397085.0,91635.0,3,98056,16.002622951331283,2013,0,3,2.5,1600,1600,3573,0,2.0,0,7,47.507,-122.181,"47.507,-122.181",Northeast 16th Street,2821,,,King County,Washington,spring,376500.0,387000.0,377000.0,375000.0,autumn spring summer winter 
258,5636000400,1,2014-05-07,253000.0,359999.5,328900.0,75900.0,3,98010,39.866441731089296,1994,0,3,1.75,1250,1250,10122,0,1.0,0,7,47.3277,-122.001,"47.3277,-122.001",Kanasket Drive,25502,,,King County,Washington,spring,330000.0,407450.0,429950.0,338500.0,autumn spring summer winter 
259,2767603505,1,2014-05-07,519950.0,529975.0,675935.0,155985.0,3,98107,9.76112410257856,2014,0,3,2.25,1170,1170,1249,0,3.0,0,8,47.6722,-122.381,"47.6722,-122.381",Northwest 60th Street,1749,,Seattle,King County,Washington,spring,500000.0,560000.0,517000.0,583500.0,spring winter 
261,1774000050,1,2014-05-07,480500.0,520000.0,624650.0,144150.0,4,98072,17.57688719824698,1968,0,4,2.5,2180,2180,11200,0,1.0,0,8,47.7476,-122.086,"47.7476,-122.086",Northeast 165th Street,18974,,,King County,Washington,spring,550000.0,534640.0,501000.0,482000.0,autumn spring summer winter 
262,7697870530,1,2014-05-07,239900.0,282755.0,311870.0,71970.0,3,98030,30.95864144320801,1985,0,3,2.0,1410,1410,7566,0,1.0,0,7,47.3674,-122.182,"47.3674,-122.182",119th Drive Southeast,26114,Seven Oaks East,,King County,Washington,spring,282000.0,285100.0,280000.0,291255.0,autumn spring summer winter 
263,7229900975,1,2014-05-07,314950.0,435000.0,409435.0,94485.0,4,98059,21.52882267585537,1968,0,3,1.0,1040,1040,16986,0,1.0,0,7,47.4812,-122.097,"47.4812,-122.097",Southeast 135th Street,18227,,,King County,Washington,spring,427500.0,450000.0,435000.0,420000.0,autumn spring summer winter 
268,2548100180,1,2014-05-07,335000.0,379975.0,435500.0,100500.0,4,98155,12.817045646766507,1952,0,3,2.0,1570,1570,7200,0,1.0,0,7,47.7501,-122.314,"47.7501,-122.314",Northeast 168th Street,1397,North City,Shoreline,King County,Washington,spring,360000.0,382500.0,364500.0,410000.0,autumn spring summer winter 
273,3888100043,1,2014-05-07,350000.0,678350.0,455000.0,105000.0,3,98033,8.570321037909086,1981,0,3,1.0,1010,1010,9360,0,1.0,0,6,47.6874,-122.168,"47.6874,-122.168",130th Avenue Northeast,9525,,,King County,Washington,spring,649800.0,698000.0,675000.0,725000.0,autumn spring summer winter 
274,9521100301,1,2014-05-07,339950.0,550000.0,441935.0,101985.0,3,98103,7.33000401133612,2006,0,2,1.0,820,820,681,0,3.0,0,8,47.6619,-122.352,"47.6619,-122.352",North 46th Street,513,,Seattle,King County,Washington,spring,549500.0,550000.0,549500.0,565000.0,autumn spring summer winter 
276,6781200013,1,2014-05-07,245000.0,375000.0,318500.0,73500.0,3,98133,9.477296500142652,2005,0,3,1.5,1260,1040,1270,220,2.0,0,7,47.7111,-122.331,"47.7111,-122.331",North 113th Place,2306,,Seattle,King County,Washington,spring,362500.0,400000.0,358401.5,415000.0,autumn spring summer winter 
279,1665400165,1,2014-05-07,249000.0,390000.0,323700.0,74700.0,3,98166,19.800132967995687,1952,0,3,1.0,1110,1110,8423,0,1.0,0,7,47.4718,-122.342,"47.4718,-122.342",6th Avenue Southwest,14613,Sunnydale,,King County,Washington,spring,319725.0,410000.0,407000.0,404500.0,autumn spring summer winter 
281,6708200040,1,2014-05-07,409500.0,445000.0,532350.0,122850.0,3,98028,14.17852677298851,1968,0,4,2.75,2140,1320,13000,820,1.0,0,7,47.7683,-122.252,"47.7683,-122.252",65th Place Northeast,19302,,,King County,Washington,spring,442000.0,449975.0,425000.0,447500.0,autumn spring summer winter 
283,6146600185,1,2014-05-07,160000.0,250000.0,208000.0,48000.0,5,98032,28.216498759285702,1912,0,2,1.0,1040,1040,13100,0,1.0,0,6,47.3877,-122.234,"47.3877,-122.234",1st Avenue North,733,Downtown,Kent,King County,Washington,spring,249500.0,250000.0,265000.0,243000.0,autumn spring summer winter 
286,1344300045,1,2014-05-07,500000.0,920000.0,650000.0,150000.0,4,98112,3.9329945846528704,1906,1990,2,1.0,1010,1010,3885,0,1.5,0,7,47.6224,-122.304,"47.6224,-122.304",22nd Avenue East,331,,Seattle,King County,Washington,spring,841250.0,920000.0,952500.0,1025000.0,autumn spring summer winter 
287,8648220150,1,2014-05-07,226500.0,291500.0,294450.0,67950.0,3,98042,34.335160156323504,1988,0,3,1.75,1640,1130,10762,510,1.0,0,7,47.3586,-122.074,"47.3586,-122.074",201st Avenue Southeast,27025,,,King County,Washington,spring,279000.0,301750.0,299500.0,286000.0,autumn spring summer winter 
289,7932000078,1,2014-05-07,310000.0,335000.0,403000.0,93000.0,4,98058,24.626973621061307,1973,0,3,1.75,2070,1420,37904,650,1.0,0,7,47.425,-122.186,"47.425,-122.186",Southeast 197th Place,,,,King County,Washington,spring,322500.0,335000.0,339000.0,340000.0,autumn spring summer winter 
290,8137500730,1,2014-05-07,500000.0,570500.0,650000.0,150000.0,4,98027,23.162039400000793,1987,0,3,2.5,1940,1940,37565,0,1.0,0,8,47.4801,-122.063,"47.4801,-122.063",Southeast 135th Street,20821,Sunset Valley Farms,,King County,Washington,spring,545000.0,574950.0,575000.0,538100.0,autumn spring summer winter 
293,6093900280,1,2014-05-07,209950.0,269000.0,272935.0,62985.0,3,98003,36.59603599299945,1960,0,3,1.5,1380,1380,11130,0,1.0,0,7,47.3146,-122.323,"47.3146,-122.323",9th Avenue South,32117,,,King County,Washington,spring,261000.0,280000.0,261000.0,265000.0,autumn spring summer winter 
294,2215902010,1,2014-05-07,275000.0,342500.0,357500.0,82500.0,4,98038,35.39398978296476,1993,0,3,2.5,1600,1600,7000,0,2.0,0,8,47.3534,-122.057,"47.3534,-122.057",Southeast 277th Place,21326,Eastwood Forest,,King County,Washington,spring,342497.5,349475.0,345000.0,338975.0,autumn spring summer winter 
299,84000105,1,2014-05-07,255000.0,309500.0,331500.0,76500.0,3,98146,17.95640147235268,1962,0,5,2.25,2060,1030,8632,1030,1.0,0,7,47.4877,-122.335,"47.4877,-122.335",Southwest 129th Street,105,,,King County,Washington,spring,302500.0,335000.0,282500.0,267500.0,autumn spring summer winter 
300,1424200070,1,2014-05-07,1110000.0,1155000.0,1443000.0,333000.0,3,98004,4.181587736688838,1950,0,4,1.5,2310,1890,13300,420,1.0,0,7,47.6232,-122.21,"47.6232,-122.21",Northeast 14th Street,9798,,,King County,Washington,spring,1116500.0,1190000.0,1014250.0,1398000.0,autumn spring winter 
301,1900600040,1,2014-05-07,265000.0,390000.0,344500.0,79500.0,5,98166,20.268656024202908,1920,0,5,1.5,1500,760,7112,740,1.0,0,6,47.4692,-122.35,"47.4692,-122.35",12th Avenue Southwest,14821,,,King County,Washington,spring,319725.0,410000.0,407000.0,404500.0,autumn spring summer winter 
